user_id,day_type,work_hours,screen_time_hours,meetings_count,breaks_taken,after_hours_work,sleep_hours,task_completion_rate,burnout_score,burnout_risk,productivity_index,work_intensity
170,Weekday,9.23,10.97,4,2,No,7.42,61.0,63.04,Low,6.608884073672805,14.97
171,Weekend,5.56,9.16,0,2,Yes,7.53,86.9,16.31,Low,15.6294964028777,9.16
171,Weekday,7.56,9.88,2,1,No,6.11,93.4,22.75,Low,12.354497354497356,11.88
171,Weekend,4.0,5.91,4,3,Yes,7.59,83.0,31.75,Low,20.75,9.91
171,Weekend,3.0,5.38,2,1,No,7.33,80.5,33.95,Low,26.833333333333332,7.38
171,Weekday,8.29,11.97,1,2,Yes,6.71,66.7,50.63,Low,8.045838359469242,12.97
171,Weekday,8.79,11.82,1,4,No,7.7,63.6,59.63,Low,7.235494880546076,12.82
171,Weekday,9.6,12.64,3,1,No,8.25,47.1,77.88,Medium,4.90625,15.64
171,Weekday,9.19,11.85,2,5,No,7.67,43.4,87.83,Medium,4.722524483133841,13.85
171,Weekend,5.73,8.43,0,5,Yes,7.5,43.3,91.76,Medium,7.556719022687608,8.43
171,Weekend,4.81,7.9,0,3,Yes,8.38,40.0,96.1,Medium,8.316008316008316,7.9
172,Weekend,5.31,8.59,0,5,No,8.33,88.8,10.93,Low,16.72316384180791,8.59
172,Weekday,9.44,11.45,6,1,Yes,9.32,94.8,13.34,Low,10.042372881355933,17.45
172,Weekday,8.54,11.31,6,3,No,7.01,81.9,22.53,Low,9.590163934426231,17.310000000000002
172,Weekend,4.59,6.14,2,3,No,5.27,91.9,19.8,Low,20.02178649237473,8.14
172,Weekend,5.1,7.42,0,4,No,7.24,79.6,25.21,Low,15.607843137254902,7.42
172,Weekend,5.22,7.29,1,4,No,7.4,91.2,21.27,Low,17.471264367816094,8.29
172,Weekday,11.38,14.22,2,1,Yes,8.56,81.0,30.42,Low,7.1177504393673106,16.22
172,Weekday,8.66,11.53,0,5,No,6.09,77.8,34.2,Low,8.983833718244803,11.53
172,Weekend,3.87,7.75,1,1,No,6.16,76.4,35.9,Low,19.741602067183464,8.75
172,Weekday,10.61,12.67,4,2,Yes,5.91,72.5,43.06,Low,6.833176248821866,16.67
173,Weekend,4.68,7.25,1,3,Yes,7.38,95.3,10.45,Low,20.363247863247864,8.25
173,Weekday,6.44,8.98,6,1,No,6.11,91.0,16.7,Low,14.130434782608695,14.98
173,Weekend,3.62,5.55,1,5,Yes,6.57,98.0,14.68,Low,27.07182320441989,6.55
173,Weekend,4.43,6.75,2,3,Yes,8.34,83.8,21.89,Low,18.916478555304742,8.75
173,Weekend,5.77,9.31,1,1,No,5.37,86.2,23.86,Low,14.93934142114385,10.31
173,Weekend,4.17,5.91,3,1,No,5.19,78.9,28.95,Low,18.92086330935252,8.91
173,Weekday,8.69,12.56,3,2,No,9.8,84.9,30.46,Low,9.769850402761797,15.56
173,Weekday,10.0,12.31,3,1,No,7.95,77.1,38.82,Low,7.709999999999999,15.31
173,Weekday,8.34,10.79,3,2,No,4.55,66.6,48.08,Low,7.985611510791366,13.79
173,Weekend,4.31,6.4,1,1,Yes,7.22,69.0,49.05,Low,16.0092807424594,7.4
174,Weekend,3.3,6.42,2,2,Yes,6.98,93.3,10.63,Low,28.272727272727273,8.42
174,Weekday,9.13,11.76,3,5,Yes,5.84,87.9,20.25,Low,9.627601314348302,14.76
174,Weekday,8.31,12.04,2,4,No,8.13,84.6,26.2,Low,10.180505415162454,14.04
174,Weekend,6.32,10.11,0,3,No,6.48,78.4,31.73,Low,12.405063291139241,10.11
174,Weekend,3.0,4.78,1,1,No,5.86,73.3,34.52,Low,24.433333333333334,5.78
174,Weekend,3.82,5.64,1,5,No,5.72,81.7,31.51,Low,21.387434554973822,6.64
174,Weekend,4.63,7.09,0,3,Yes,7.08,72.8,37.1,Low,15.72354211663067,7.09
174,Weekend,5.17,8.78,0,3,No,5.6,76.3,38.0,Low,14.758220502901354,8.78
174,Weekday,9.42,11.33,2,1,No,5.93,69.8,47.61,Low,7.409766454352441,13.33
174,Weekend,4.18,6.86,1,1,No,5.87,65.9,51.26,Low,15.765550239234452,7.86
175,Weekend,3.04,6.92,0,3,No,7.52,100.1,8.78,Low,32.92763157894736,6.92
175,Weekday,8.41,11.96,3,2,No,5.56,90.0,17.92,Low,10.70154577883472,14.96
175,Weekend,4.83,7.83,0,1,No,8.35,94.2,17.14,Low,19.503105590062113,7.83
175,Weekday,9.89,13.47,2,3,No,5.08,84.1,26.88,Low,8.503538928210313,15.47
175,Weekday,8.57,10.74,1,3,No,7.94,74.4,34.01,Low,8.68144690781797,11.74
175,Weekend,5.05,7.8,0,5,Yes,7.66,82.2,32.08,Low,16.277227722772277,7.8
175,Weekend,4.78,7.14,2,4,No,7.48,74.8,36.05,Low,15.648535564853555,9.14
175,Weekend,6.05,9.79,0,4,Yes,6.82,83.6,35.15,Low,13.818181818181818,9.79
175,Weekend,6.51,9.73,2,5,No,7.08,79.1,39.19,Low,12.150537634408602,11.73
175,Weekday,7.96,11.95,1,2,No,7.12,75.1,44.52,Low,9.43467336683417,12.95
176,Weekday,10.06,11.89,3,3,No,7.47,90.0,21.92,Low,8.946322067594433,14.89
176,Weekend,6.13,10.12,0,5,Yes,4.5,74.3,34.53,Low,12.120717781402936,10.12
176,Weekend,3.0,6.17,0,1,No,6.95,79.7,32.69,Low,26.566666666666666,6.17
176,Weekend,5.0,7.33,0,1,No,7.03,79.8,35.17,Low,15.959999999999999,7.33
176,Weekday,8.96,12.78,1,2,No,8.11,73.5,45.51,Low,8.203125,13.78
176,Weekday,9.72,11.41,5,3,No,7.53,70.8,57.0,Low,7.28395061728395,16.41
176,Weekend,3.49,5.15,0,1,No,7.15,60.3,61.35,Low,17.277936962750715,5.15
176,Weekday,8.92,11.78,3,4,No,6.78,49.7,74.24,Medium,5.571748878923767,14.78
176,Weekend,4.11,6.13,2,3,No,7.35,43.2,78.27,Medium,10.510948905109489,8.129999999999999
176,Weekend,3.22,6.61,0,2,No,6.37,49.5,76.41,Medium,15.372670807453416,6.61
177,Weekday,6.5,9.27,5,2,Yes,7.04,87.1,20.52,Low,13.399999999999999,14.27
177,Weekday,8.82,10.41,2,3,No,6.53,80.9,28.16,Low,9.17233560090703,12.41
177,Weekend,4.43,7.14,2,4,No,6.0,83.2,28.94,Low,18.781038374717834,9.14
177,Weekend,6.07,8.4,2,2,Yes,8.02,81.6,33.41,Low,13.44316309719934,10.4
177,Weekend,3.7,6.81,0,4,No,7.87,77.1,34.75,Low,20.837837837837835,6.81
177,Weekday,9.52,12.29,2,5,No,6.74,72.8,41.92,Low,7.647058823529412,14.29
177,Weekday,10.32,13.5,2,2,No,6.72,64.8,52.22,Low,6.27906976744186,15.5
177,Weekend,3.0,5.85,1,3,Yes,6.07,73.4,50.28,Low,24.46666666666667,6.85
177,Weekday,8.7,11.41,4,4,No,8.35,64.0,59.18,Low,7.356321839080461,15.41
177,Weekday,6.81,10.17,4,4,Yes,6.66,51.8,69.7,Low,7.606461086637298,14.17
178,Weekday,7.24,9.09,5,4,No,7.53,79.4,23.44,Low,10.966850828729282,14.09
178,Weekend,4.27,5.84,1,5,Yes,6.12,88.6,22.35,Low,20.749414519906324,6.84
178,Weekday,7.28,9.68,2,3,No,7.49,76.6,32.97,Low,10.52197802197802,11.68
178,Weekday,9.54,12.24,5,2,No,5.7,76.0,45.94,Low,7.966457023060797,17.240000000000002
178,Weekday,8.51,10.21,1,1,Yes,7.64,59.0,61.81,Low,6.933019976498238,11.21
178,Weekend,3.0,4.97,0,3,Yes,5.65,52.8,65.89,Low,17.599999999999998,4.97
178,Weekend,5.37,8.05,1,4,No,6.22,59.4,66.35,Low,11.06145251396648,9.05
178,Weekend,3.55,6.74,0,1,Yes,6.31,47.6,74.36,Medium,13.408450704225354,6.74
178,Weekend,4.92,8.08,1,4,No,7.18,47.7,76.42,Medium,9.695121951219512,9.08
178,Weekend,4.94,8.17,2,4,No,5.73,55.2,77.21,Medium,11.17408906882591,10.17
179,Weekend,4.86,8.8,1,4,No,8.12,87.0,16.48,Low,17.901234567901234,9.8
179,Weekend,3.0,4.63,0,2,Yes,5.08,82.2,20.16,Low,27.400000000000002,4.63
179,Weekend,5.78,8.99,2,5,No,8.35,98.3,15.8,Low,17.00692041522491,10.99
179,Weekend,3.56,7.03,3,2,Yes,6.63,88.5,23.44,Low,24.859550561797754,10.030000000000001
179,Weekend,3.14,5.24,1,5,No,7.26,76.6,27.2,Low,24.394904458598724,6.24
179,Weekday,8.97,11.83,1,4,No,7.85,73.2,33.98,Low,8.160535117056856,12.83
179,Weekend,5.3,7.88,0,2,No,6.98,78.7,33.85,Low,14.849056603773587,7.88
179,Weekend,4.2,7.63,0,3,No,6.35,75.3,36.44,Low,17.928571428571427,7.63
179,Weekday,9.13,12.51,1,1,No,6.48,71.7,45.36,Low,7.853231106243154,13.51
179,Weekend,6.36,9.02,0,3,No,4.92,63.9,52.42,Low,10.047169811320755,9.02
180,Weekend,3.71,6.53,0,4,No,6.89,88.3,13.5,Low,23.80053908355795,6.53
180,Weekend,5.69,8.32,1,5,Yes,7.31,82.5,18.41,Low,14.499121265377855,9.32
180,Weekend,4.47,8.42,0,4,No,6.5,84.6,18.57,Low,18.926174496644297,8.42
180,Weekend,5.68,9.62,3,2,No,7.09,80.9,23.67,Low,14.242957746478876,12.62
180,Weekend,5.71,8.97,1,5,Yes,6.93,89.6,23.11,Low,15.691768826619963,9.97
180,Weekend,6.33,8.16,0,4,No,5.59,73.5,31.91,Low,11.611374407582938,8.16
180,Weekend,4.7,7.88,0,4,No,6.69,89.8,26.3,Low,19.106382978723403,7.88
180,Weekend,3.92,6.39,2,1,No,6.77,74.6,34.07,Low,19.03061224489796,8.39
180,Weekday,8.93,11.11,2,5,No,8.28,74.6,38.14,Low,8.353863381858902,13.11
180,Weekend,4.38,6.72,0,1,No,7.13,70.7,40.76,Low,16.141552511415526,6.72
